"","FPKM.L_32ko1","FPKM.L_32ko4","FPKM.L_32ko5","FPKM.L_32wt1","FPKM.L_32wt4","FPKM.L_32wt5","FPKM.L_48ko1","FPKM.L_48ko2","FPKM.L_48ko3","FPKM.L_48wt1","FPKM.L_48wt3","FPKM.L_48wt4"
"Crygc",0,0,0,0,0,0,0,0,0,0,0,0
"Crygd",0,0,0,0,0,0,0,0,0,0,0,0
"Cryge",0,0,0,0,0,0,0,0,0,0,0,0
"Crygf",0,0,0,0,0,0,0,0,0,0,0,0
"Crygn",0,0.0635971810344828,0,0,0,0,0,0,0,0,0,0
"Crygs",0.103018322033898,0.125314406779661,0.0457841186440678,0.0113036101694915,0.0983566949152542,0.0642757966101695,0.049503,0.226759847457627,0.236478779661017,0.0452468813559322,0.0783383389830508,0.0234197118644068
"Cryl1",8.69342244259567,4.54828742096506,5.27398153078203,10.56728521797,9.7141357936772,10.6160853843594,6.56916209650582,9.90043285856905,10.0856155008319,10.5523830549085,11.7097863494176,7.6298462296173
"Crym",1.94012036421053,0.832314777894737,1.12639483263158,7.17865272421053,6.08654525789474,1.70195355368421,1.03439944631579,0.599482949473684,0.485002571578947,2.84184178526316,4.38158543894737,8.56598151263158
"Cryz",10.5576943231441,12.4098022925764,9.87392871179039,6.74287079694323,10.5166534934498,10.845427128821,9.53796473799127,10.7843305131004,10.6143168122271,8.67949454148471,11.0120847161572,6.7631827510917
"Cryzl1",2.08531374632844,2.48945930574099,3.48354922296395,1.69831903337784,3.64688951134847,3.50528985313752,3.0483819599466,3.33968585847797,2.3401280694259,3.44191463818425,3.69215874499332,3.10473002403204
"Cs",18.0730144822359,20.5170046755092,25.4663037157745,14.1163061373757,15.683627843676,14.3830033585978,16.5188093235433,17.5762660445287,17.2287286252961,15.532630011369,16.3166517044055,14.1156589673141
"Csad",316.777427123426,591.77956665995,492.033198377834,364.554789884131,558.542791002519,546.358676080605,257.372878327456,230.214744997481,259.538476251889,356.728091264484,402.231066095718,438.508765057935
"Csap1",0,0,0,0,0,0,0,0,0,0,0,0
"Csdc2",0.063734414568827,0.0731827434386717,0.0849919978575255,0.00834255382967327,0.010005512587038,0.0666974686663096,0.094084072844135,0.0226786331012319,0,0.0203930562399572,0.0694615757900375,0.0346703106588109
"Csde1",54.1064963743375,50.0601162878661,53.6860865121339,35.889227990516,46.1968959319386,40.9612290337517,43.6736076753138,40.5837106973501,38.8778028524407,37.9620968987448,41.7164990164575,45.9631777372385
"Cse1l",12.2524834303061,13.8278410776625,13.7028358550468,10.052906816342,15.9268454275234,14.7798902921832,11.9957174411839,12.6740297318492,11.1466020743739,12.7056698735138,14.8360250619782,13.7884487022515
"Csf1",2.65232082882639,7.10552391373716,11.2268620659816,2.39142069091401,2.33018019064359,2.69918066143862,4.74764493023256,3.39708078042185,3.7104634605192,3.67156093780422,3.06782516982152,4.85232994808004
"Csf1r",199.935858362812,137.649287165533,91.290303845805,158.440449424036,263.769652634921,218.941775482993,174.298462911565,170.5888741678,227.05268860771,187.379773142857,176.252633696145,179.156066825397
"Csf2",0,0,0.0751510854271357,0,0,0,0,0,0,0,0,0
"Csf2ra",1.64263243503801,2.81906040497581,2.17998723911541,2.11849740808569,2.47712607636489,1.91242678818245,2.30236089322737,2.07088896164478,2.92713583344851,2.41709374498963,1.96676437767795,2.39371791499654
"Csf2rb",6.98954592592593,8.76007994135803,16.8032517716049,6.30071363425926,9.2698191867284,7.53257063734568,7.9205408132716,9.0086088904321,12.3825372561728,7.57416965432099,4.8446855154321,6.5731270154321
"Csf3",0.02529833472,0,0,0,0,0,0,0,0,0,0,0
"Csf3r",0.754056828003457,0.802976447709594,1.48590103716508,0.21556422860847,0.190240114520311,0.190491302938634,0.970908059636992,1.26946980337079,1.47076625972342,1.36252025713051,0.360445926966292,0.924632670700086
"Csgalnact1",1.42111420682068,1.1142202750275,1.19591542134213,1.00598667986799,1.64351022662266,0.988449665566557,1.06887453025303,1.08589923157316,1.80022072167217,1.00438928162816,1.49868411991199,1.27128016116612
"Csgalnact2",3.47800006730769,4.39160799807692,5.00678074038461,2.50592245961538,3.66496039038462,3.17673124615385,3.73978857115385,2.73853381153846,2.54905800576923,2.99046316153846,3.51660110192308,3.63838787307692
"Csk",4.67090680628272,5.01628177394518,4.92852861102556,3.48716307976594,4.05367897751771,4.24889741915614,3.8965866091777,3.20390352941176,2.97085849091469,3.62811222667077,4.23540528487835,4.07603545426548
"Csmd1",15.579986451931,7.58237732456861,39.2322336828266,25.9093951454396,3.13800538701726,8.47082269186524,46.2469703073131,50.6447263171734,37.2834680591619,37.8120807263763,7.46278527198028,7.76895842892358
"Csn1s1",0,0,0,0,0,0.0409882235023041,0,0,0,0,0,0
"Csn1s2a",0,0,0,0,0,0,0,0,0,0,0,0
"Csn1s2b",0,0,0,0,0,0,0,0,0,0,0.0317114865591398,0
"Csn2",0,0,0,0,0,0,0,0,0,0,0,0
"Csn3",0,0.245048286302781,0.160687041194645,0,0,0,0.0827978712667353,0,0,0,0,0.0547676508753862
"Csnk1a1",17.6947088398567,17.6206007709482,18.1003475691841,11.9948162604741,12.2512641050165,14.3574682877619,14.4125219536935,14.5620958321389,13.4943525970232,11.3736503244212,13.6147552588203,15.5432632298787
"Csnk1d",49.6986727641887,60.9336288377298,58.4982635107914,56.0311133077538,59.5738567577938,65.8729753828937,38.7489946538769,42.4128657426059,43.6739394020783,42.4789904652278,47.5493133205436,46.2236838816946
"Csnk1e",4.23396091747573,6.1404044526699,7.22529321116505,2.95694649393204,3.72266780461165,3.62691392657767,3.07048916686893,2.82063835376214,2.80908330400485,3.55807173058252,3.33004585740291,3.28597315776699
"Csnk1g1",2.73175628956229,3.52772433670034,4.05567806060606,2.05639673400673,2.72447068686869,2.70762446464646,3.24543358922559,2.91665134680135,2.77678150841751,2.98824779124579,2.87067242424242,3.1587824983165
"Csnk1g2",6.95408020746229,13.6544322725589,13.8611936390579,10.1042961106113,10.696361216724,9.26468942524477,9.85561943847579,9.57021163641175,9.83007649060598,10.8632294575284,9.9156204138661,8.21689148716592
"Csnk1g3",27.5769066763926,20.214948566313,23.5501115318302,14.8392458872679,22.7158421505305,22.4878441545093,18.340667311008,16.3444055490716,16.8598631538462,16.5162122208223,18.4847629867374,17.4530558912467
"Csnk2a1",39.186875085639,32.3781865401845,31.8948417444005,23.7200621581028,32.6917502055336,31.0635165111989,28.1977472859025,28.924129428195,27.7255783794466,28.045512798419,33.2865836864295,31.6503897786561
"Csnk2a2",24.7295109949135,23.6304743621567,26.7295894974568,24.2859940162767,27.0262558046796,23.3618485879959,25.9718835808749,19.7205804476094,18.7978480101729,20.8583098657172,23.4477429888098,22.3164237619532
"Csnk2b",5.63544933651108,6.95776414720812,7.45808406499938,5.75602056369939,6.31170513272255,6.05764927993067,4.84795112455119,5.57367407453262,5.89469503590442,5.47277832227312,5.72835838900582,6.52047746675746
"Cspg4",0.198582019444444,0.90427997962963,2.69466294953704,0.277231806944444,0.213554384259259,0.385407516666667,0.614136190740741,0.633543426851852,0.391891552777778,0.32091865462963,0.241539693518519,0.473125232407407
"Cspg5",0.0660876153119093,0.0556230751417769,0.0522882764650284,0,0.00882788988657845,0.0371430933364839,0.13018902362949,0.0865933957939509,0.0307526937618147,0.0820040720699433,0,0.101607686200378
"Cspp1",7.63081173816156,6.33060046796657,6.33414285236769,3.87872230640669,6.02591562395543,6.15741264623955,6.15536442896936,4.97083175487465,5.21551562116992,6.11693014763231,5.95460966573816,6.15115158495822
"Csrnp1",2.00757350704225,2.34362658098592,3.82078074823944,3.90546556161972,4.75920927640845,2.10644893309859,2.84084158098592,1.85086747887324,2.00539864964789,4.33571442077465,2.56893826760563,3.72905435211268
"Csrnp2",1.57566376683734,1.86785961087042,2.46003283182355,0.969432601811737,1.11377574163056,1.10873421031902,1.18359477589602,0.928345105947223,1.03163117447814,1.05281025915715,0.975603421819614,0.955988518314297
"Csrnp3",0.328319903571429,0.185180755952381,0.148452911904762,0.188560044047619,1.17773630833333,0.780860382142857,0.329633231547619,0.189793272619048,0.248364073214286,0.340289475,0.193243592261905,0.341778114880952
"Csrp1",38.653324137931,56.2408965517241,70.5785838763377,42.644872294887,59.8622454221165,51.8797404042806,43.9489358382878,46.0620801902497,40.0023361712247,58.1260643043995,63.8689735077289,62.4323597621879
"Csrp2",1.31559407033727,0.974271226289997,0.953628058230037,1.50497737907178,0.988359976362064,1.34935674142404,1.03012293571634,1.11455700835976,0.966764289132315,1.03144928653791,1.03006766099741,0.727103047564139
"Csrp2bp",16.2505346396181,16.8847406968974,19.7709900930788,15.1968693556086,16.5007414391408,16.62266975179,14.279600349642,12.8843213579952,13.7594573305489,13.9308002649165,15.5635236133652,15.5140303389021
"Csrp3",0,0,0.136221137078652,0,0,0,0,0,0,0,0,0
"Cst11",0,0,0,0,0,0,0,0,0,0,0,0
"Cst12",0,0,0,0,0,0,0,0,0,0,0,0
"Cst13",0,0,0,0,0,0,0,0,0,0,0,0
"Cst3",99.0040116239892,182.246709871968,191.24943254717,94.2970751684636,93.6146733153639,80.6229810983828,123.528547540431,117.197373652291,91.9863291778976,91.0634872304582,91.835216509434,89.5304639824798
"Cst5",0,0,0,0,0,0,0,0,0,0,0,0
"Cst6",0.0695811359649123,0.0895793859649123,0.467285043859649,0.0546741885964912,0.0654339692982456,0.0312092236842105,0.0353205,0.117303583333333,0.136784719298246,0.0501813026315789,0,0
"Cst7",3.7279612446959,2.74298350777935,3.97433669024045,0.905300282885431,2.63765041018388,3.27804016973126,1.6909618387553,1.46331012729844,2.05577312588402,1.54314237623762,1.9655486562942,0.754615502121641
"Cst8",0,0,0,0,0,0,0,0,0,0,0,0
"Cst9l",0,0,0,0,0,0,0,0,0,0,0,0
"Csta",0,0,0,0,0,0,0,0,0,0,0,0
"Cstb",7.05612891073698,12.9082785412961,13.9378511448539,6.87250005876747,9.25389595616264,7.6932989498094,7.37906026429479,7.39608976556544,6.84728894059721,7.30536277668361,7.34192111277001,9.36180231035578
"Cstf1",3.70405080943571,4.68615619056429,4.60820606105458,4.04369918778908,4.22171188991674,3.45744825439408,3.803898613321,4.19170614986124,3.59219779740981,3.73235150416281,3.67352598427382,3.53794503145236
"Cstf2",2.41821427417998,3.36518845752733,3.78184410316793,1.93247887973087,2.36503889318755,2.34569544827586,2.22165228931875,3.06763858592655,2.09606839472946,2.26770343481918,2.29240733052986,2.56231002859546
"Cstf2t",23.0267150484515,23.0286054515485,27.0601314785215,15.7688232677323,19.4942073326673,20.0114045154845,18.6970932992008,21.0429178426573,16.2627298291708,18.8534978751249,22.82333547003,21.5598744935065
"Cstf3",6.81712319631902,8.7834955797546,8.99766045092024,5.69109338343558,9.28042145705521,8.30631335276074,7.21835224539877,7.85521239570552,7.20167300613497,7.46600148773006,7.37176624233129,9.13894576687117
